Video,Channel,Feature,Value,Label
5,Cz,Spectral spread,16.052847,0
7,C4,Average power,3.6309669e-09,1
24,CP2,Power bandwidth,22.048565,0
20,Fp1,Spectral entropy,0.5617497,0
9,O2,Median frequency,8.699433,0
37,AF3,Spectral spread,13.917199,0
5,Fz,Spectral entropy,0.70142096,0
16,PO4,Max power spectrum,1.370014,1
7,AF3,Spectral entropy,0.6181956,1
17,AF3,Spectral entropy,0.61443377,1
16,O1,Spectral spread,13.1466675,1
0,Cz,Max power spectrum,1.4084202,0
6,CP1,Spectral spread,13.932033,0
2,P7,Spectral entropy,0.65292835,0
5,T8,Average power,1.3526275e-08,0
39,C3,Spectral entropy,0.72409624,1
22,F3,Median frequency,9.749365,1
36,FC5,Spectral centroid,13.864549,1
20,F8,Median frequency,6.7162294,0
20,F4,Spectral centroid,11.619676,0
0,PO3,Spectral spread,12.163849,0
38,AF3,Average power,2.189883e-08,0
17,F8,Average power,4.1861886e-06,1
3,FC1,Spectral entropy,0.72691524,1
21,CP5,Max power spectrum,2.0794213,0
14,F7,Spectral entropy,0.6468983,0
32,CP5,Spectral centroid,11.229377,0
21,P3,Max power spectrum,2.1963031,0
4,F4,Average power,1.2571954e-08,0
37,AF3,Median frequency,6.4329147,0
29,O2,Max power spectrum,1.375498,1
9,Fp2,Power bandwidth,9.649372,0
24,P4,Average power,9.665433e-09,0
38,FC2,Median frequency,10.432654,0
26,CP2,Median frequency,9.599375,1
7,T8,Median frequency,9.216066,1
29,FC2,Max power spectrum,1.7373815,1
2,P8,Spectral centroid,13.902022,0
0,Fz,Spectral spread,11.960959,0
22,O2,Power bandwidth,23.031834,1
2,FC2,Spectral entropy,0.7088381,0
36,P7,Spectral centroid,14.519727,1
15,O2,Spectral centroid,12.049683,0
17,Pz,Spectral entropy,0.49422458,1
38,PO3,Spectral spread,19.057138,0
24,Fz,Power bandwidth,22.031898,0
0,PO3,Power bandwidth,15.015689,0
17,P8,Spectral entropy,0.60241723,1
28,FC5,Max power spectrum,0.9197355,1
26,CP6,Median frequency,9.61604,1
6,Oz,Median frequency,6.949548,0
7,FC6,Median frequency,10.732635,1
30,P7,Spectral spread,14.162631,0
10,CP5,Spectral centroid,12.847244,1
33,F8,Spectral entropy,0.6493288,1
33,T7,Spectral spread,14.436129,1
12,Pz,Max power spectrum,1.072501,0
18,C3,Median frequency,11.0992775,1
39,F8,Spectral spread,12.790478,1
36,AF4,Max power spectrum,1.077919,1
37,CP2,Spectral centroid,13.163488,0
10,CP5,Spectral entropy,0.6930745,1
2,CP5,Spectral entropy,0.6219625,0
4,PO4,Median frequency,7.816158,0
7,CP2,Max power spectrum,2.1124668,1
14,PO3,Power bandwidth,23.681791,0
13,P8,Spectral entropy,0.655665,0
9,Cz,Spectral entropy,0.7375488,0
23,F3,Spectral entropy,0.6615866,1
20,Fz,Power bandwidth,20.865309,0
20,P4,Spectral entropy,0.64999443,0
14,C4,Max power spectrum,0.9292029,0
39,FC1,Average power,3.856084e-09,1
1,Cz,Average power,5.4769376e-09,1
19,PO4,Power bandwidth,22.348545,1
36,PO4,Spectral entropy,0.6858182,1
20,P3,Max power spectrum,2.2803066,0
24,FC2,Median frequency,10.166005,0
5,P7,Max power spectrum,1.2969238,0
22,O1,Spectral centroid,15.027058,1
25,CP6,Median frequency,11.115943,1
12,Fp2,Average power,5.8512796e-08,0
29,P8,Spectral spread,12.322926,1
38,T8,Median frequency,9.982683,0
4,C4,Max power spectrum,3.1522744,0
6,Fp2,Median frequency,2.7331555,0
28,P7,Average power,1.6768931e-08,1
4,O1,Spectral entropy,0.6972091,0
28,P7,Max power spectrum,1.5587955,1
5,Fp1,Median frequency,3.499772,0
15,FC5,Spectral centroid,12.693477,0
0,FC6,Spectral centroid,12.334394,0
15,Fz,Spectral entropy,0.69195795,0
3,T7,Power bandwidth,25.148363,1
28,T8,Max power spectrum,0.9202788,1
19,PO3,Average power,9.20952e-09,1
30,CP1,Spectral spread,15.596215,0
12,P3,Spectral centroid,13.510366,0
19,CP5,Median frequency,11.382592,1
34,Fp1,Spectral entropy,0.62283844,1
17,O1,Median frequency,7.1828656,1
28,C4,Spectral centroid,14.660417,1
26,F4,Median frequency,9.666038,1
18,F4,Average power,9.08528e-08,1
26,F4,Max power spectrum,0.8312562,1
36,C3,Max power spectrum,1.0636433,1
23,P4,Power bandwidth,18.4488,1
16,F7,Median frequency,7.299525,1
33,F7,Spectral entropy,0.6415678,1
5,CP6,Median frequency,9.199401,0
31,CP1,Median frequency,10.44932,0
15,C4,Spectral entropy,0.7114364,0
29,FC1,Spectral spread,12.234306,1
11,C3,Spectral spread,13.269589,1
4,Oz,Spectral centroid,14.283299,0
7,F3,Power bandwidth,19.832043,1
39,F4,Spectral entropy,0.6819805,1
9,CP6,Spectral centroid,14.055132,0
32,PO4,Average power,1.8107137e-08,0
5,F8,Average power,2.9510836e-08,0
24,F3,Average power,1.9347576e-08,0
28,CP1,Average power,4.70704e-09,1
37,F4,Average power,7.933361e-09,0
28,PO4,Median frequency,9.049411,1
22,Fp1,Average power,8.341321e-08,1
38,P3,Average power,8.086152e-09,0
15,C3,Spectral centroid,14.011192,0
15,Oz,Power bandwidth,15.865634,0
13,FC2,Power bandwidth,23.46514,0
31,O2,Spectral spread,13.864362,0
10,O2,Spectral spread,12.6363325,1
14,P8,Spectral entropy,0.70753694,0
22,O2,Spectral centroid,13.630713,1
29,CP2,Max power spectrum,0.94660425,1
7,T7,Power bandwidth,27.298223,1
16,P8,Median frequency,8.932752,1
17,T8,Spectral spread,13.343287,1
5,Fp1,Average power,1.6335835e-07,0
37,F4,Spectral entropy,0.6927928,0
16,FC5,Average power,8.193326e-09,1
17,P7,Average power,8.349907e-08,1
15,C3,Power bandwidth,21.215286,0
21,CP2,Spectral centroid,12.575778,0
37,Fz,Max power spectrum,0.7778599,0
7,C3,Average power,3.798336e-09,1
5,FC1,Max power spectrum,0.97888607,0
5,F3,Power bandwidth,17.282207,0
19,P3,Spectral spread,13.21716,1
34,FC2,Spectral entropy,0.7248056,1
0,Oz,Spectral spread,13.18269,0
36,CP6,Spectral spread,14.672953,1
37,O1,Max power spectrum,1.0209105,0
12,P4,Power bandwidth,21.015299,0
35,FC6,Spectral centroid,13.410822,0
39,CP6,Median frequency,10.232667,1
25,CP5,Spectral centroid,14.351691,1
25,C4,Spectral spread,12.423061,1
15,CP6,Spectral centroid,12.571552,0
36,FC6,Spectral entropy,0.7032427,1
11,F7,Spectral entropy,0.6448841,1
32,AF4,Median frequency,6.799557,0
2,CP6,Power bandwidth,16.498926,0
16,AF4,Power bandwidth,10.965953,1
5,P3,Spectral entropy,0.6850703,0
11,O2,Spectral entropy,0.6791074,1
18,O1,Power bandwidth,36.347633,1
11,C4,Power bandwidth,24.798386,1
20,Fp1,Median frequency,3.066467,0
37,P3,Power bandwidth,22.648525,0
24,F7,Spectral centroid,10.462883,0
14,Fz,Spectral entropy,0.7173195,0
3,PO3,Median frequency,7.6994987,1
38,FC1,Median frequency,10.965953,0
10,Fz,Average power,8.4402805e-09,1
36,FC6,Average power,4.8108117e-09,1
32,FC1,Max power spectrum,0.7765479,0
19,PO3,Spectral centroid,14.753601,1
0,P4,Max power spectrum,2.783185,0
20,Cz,Spectral centroid,13.555174,0
23,PO4,Spectral spread,14.744583,1
25,CP5,Median frequency,11.049281,1
1,PO3,Spectral entropy,0.61853004,1
2,Cz,Median frequency,9.782697,0
13,T8,Max power spectrum,1.3736556,0
8,F7,Spectral centroid,13.19857,1
26,FC5,Average power,7.1970976e-09,1
2,P8,Max power spectrum,2.5685008,0
7,CP1,Spectral spread,13.70865,1
25,Fz,Spectral entropy,0.73467267,1
1,PO3,Average power,2.5223027e-08,1
16,Fp1,Max power spectrum,2.8773174,1
27,O1,Median frequency,11.115943,0
3,CP1,Max power spectrum,1.6199026,1
19,T8,Power bandwidth,26.231625,1
5,F3,Average power,1.3738051e-08,0
19,Pz,Spectral spread,13.193707,1
30,P4,Spectral spread,12.434641,0
3,PO3,Spectral centroid,13.044467,1
11,O2,Power bandwidth,19.648722,1
39,T8,Median frequency,9.749365,1
3,FC5,Spectral centroid,11.733585,1
34,Fp1,Median frequency,5.466311,1
33,C4,Average power,5.1043076e-09,1
21,CP1,Max power spectrum,1.6870421,0
9,O2,Power bandwidth,19.532063,0
34,O1,Spectral centroid,14.268559,1
36,F8,Spectral spread,12.767635,1
17,CP1,Max power spectrum,2.307922,1
35,CP2,Spectral centroid,13.240149,0
24,AF4,Spectral entropy,0.65508646,0
20,P8,Average power,1.6051045e-08,0
14,C3,Spectral entropy,0.71919584,0
28,Pz,Spectral centroid,12.599288,1
4,F8,Spectral spread,13.918194,0
15,P7,Power bandwidth,19.448734,0
17,F4,Spectral spread,15.407675,1
26,P8,Median frequency,9.566044,1
13,FC6,Spectral spread,12.410517,0
20,P8,Spectral centroid,13.448583,0
12,CP5,Power bandwidth,22.131893,0
29,Fz,Power bandwidth,20.965302,1
34,P3,Power bandwidth,19.848707,1
6,Pz,Spectral spread,13.200334,0
13,PO3,Median frequency,8.149469,0
23,F4,Average power,1.0606506e-08,1
22,Pz,Median frequency,9.549378,1
9,P4,Median frequency,9.449385,0
39,CP5,Spectral spread,12.172178,1
23,PO3,Power bandwidth,26.33162,1
35,Oz,Median frequency,8.949417,0
33,Oz,Power bandwidth,15.598985,1
28,FC6,Median frequency,10.29933,1
29,P4,Spectral centroid,12.9460335,1
7,FC6,Spectral centroid,14.018002,1
4,C4,Average power,5.252262e-09,0
13,CP6,Spectral centroid,12.627537,0
2,PO4,Spectral entropy,0.64302504,0
35,T8,Spectral spread,11.77126,0
26,FC6,Average power,5.8502456e-09,1
5,AF4,Average power,2.3757236e-08,0
33,Fp2,Spectral spread,12.556777,1
3,F4,Spectral spread,13.293459,1
7,FC1,Spectral centroid,15.212994,1
16,CP6,Power bandwidth,18.948767,1
18,F7,Power bandwidth,9.349391,1
11,Cz,Median frequency,10.515982,1
25,Pz,Spectral entropy,0.7077049,1
3,O2,Max power spectrum,2.5592284,1
34,C4,Max power spectrum,0.905798,1
38,CP1,Spectral entropy,0.70622844,0
12,AF4,Spectral spread,13.477968,0
24,PO3,Average power,1.0885018e-08,0
25,Fp2,Spectral centroid,14.503936,1
5,O1,Power bandwidth,26.898249,0
8,Fz,Average power,9.419533e-09,1
15,P3,Power bandwidth,18.248812,0
3,C4,Spectral spread,12.009199,1
14,PO4,Spectral spread,13.796371,0
14,P4,Median frequency,9.882689,0
32,FC1,Spectral centroid,17.410824,0
39,P4,Power bandwidth,22.815182,1
3,P7,Spectral centroid,14.022825,1
11,AF4,Power bandwidth,15.415663,1
35,Pz,Power bandwidth,16.965563,0
12,C4,Max power spectrum,0.63047856,0
33,FC5,Max power spectrum,2.0843232,1
19,P7,Max power spectrum,1.0433595,1
8,P8,Median frequency,9.299395,1
0,Oz,Spectral centroid,12.089303,0
32,F8,Spectral centroid,14.256074,0
32,P8,Power bandwidth,19.482065,0
33,O1,Max power spectrum,1.708069,1
13,P3,Spectral spread,13.774851,0
7,Fz,Max power spectrum,1.3809632,1
36,C4,Spectral spread,14.294779,1
11,P8,Spectral centroid,13.225091,1
1,CP1,Average power,1.2590216e-08,1
15,Cz,Median frequency,10.116008,0
5,FC2,Spectral spread,15.633914,0
17,CP6,Spectral entropy,0.5084497,1
11,F4,Power bandwidth,22.465204,1
14,AF4,Spectral entropy,0.6668176,0
37,F7,Spectral centroid,12.564389,0
26,FC5,Median frequency,10.315995,1
38,P7,Power bandwidth,30.264696,0
31,Oz,Spectral centroid,14.330487,0
8,Fp2,Spectral entropy,0.59745663,1
27,O2,Median frequency,8.749431,0
16,O1,Median frequency,9.282729,1
25,Cz,Median frequency,10.649306,1
26,Oz,Average power,1.5364042e-08,1
21,CP2,Power bandwidth,17.515526,0
20,PO4,Power bandwidth,16.448929,0
6,P8,Average power,2.3602771e-08,0
38,AF4,Spectral entropy,0.68273735,0
15,P7,Median frequency,9.599375,0
24,F3,Spectral entropy,0.61189044,0
29,Cz,Power bandwidth,26.298288,1
19,FC2,Median frequency,10.549314,1
5,FC2,Spectral entropy,0.7274325,0
5,Pz,Average power,9.013683e-09,0
3,Pz,Max power spectrum,2.0098605,1
4,CP2,Spectral centroid,13.644424,0
18,PO4,Max power spectrum,2.0344865,1
2,Pz,Average power,1.0221629e-08,0
36,P7,Median frequency,10.532648,1
21,Fp1,Median frequency,3.0164702,0
6,P4,Spectral spread,13.579764,0
25,P4,Spectral spread,13.194472,1
25,F8,Power bandwidth,24.09843,1
9,CP2,Median frequency,10.016015,0
23,T7,Spectral spread,14.833398,1
11,Fz,Spectral spread,12.148952,1
10,Cz,Spectral centroid,15.741788,1
29,F4,Power bandwidth,22.648525,1
17,PO3,Power bandwidth,9.499382,1
26,CP6,Spectral centroid,12.6635275,1
30,FC2,Max power spectrum,1.5752759,0
24,F3,Median frequency,6.932882,0
35,FC5,Max power spectrum,1.7407614,0
35,P3,Power bandwidth,17.932165,0
13,C4,Power bandwidth,22.93184,0
15,Pz,Spectral centroid,12.687699,0
15,C4,Max power spectrum,0.9517616,0
39,Cz,Max power spectrum,1.0014614,1
38,FC6,Average power,4.7941477e-09,0
19,CP5,Power bandwidth,31.314629,1
16,P8,Average power,1.6143103e-08,1
26,F3,Median frequency,9.782697,1
36,Fp2,Max power spectrum,0.80960304,1
35,FC2,Median frequency,10.565979,0
10,AF3,Power bandwidth,18.48213,1
17,P4,Spectral spread,14.013088,1
9,F7,Average power,1.564088e-08,0
39,FC1,Spectral spread,12.166921,1
12,FC6,Spectral spread,17.130264,0
22,Fz,Average power,7.543328e-09,1
27,Fp2,Max power spectrum,1.1734724,0
7,AF4,Power bandwidth,12.382527,1
30,Pz,Power bandwidth,22.165224,0
22,P3,Spectral spread,13.62769,1
13,PO4,Median frequency,7.4328494,0
38,F8,Max power spectrum,1.0442011,0
36,PO4,Median frequency,9.46605,1
0,Cz,Power bandwidth,21.631926,0
38,FC1,Max power spectrum,0.74104327,0
10,P3,Spectral centroid,13.688711,1
28,O2,Spectral entropy,0.66342384,1
27,P4,Power bandwidth,18.715448,0
7,PO3,Median frequency,9.082742,1
39,P4,Spectral entropy,0.6750131,1
6,Fp1,Max power spectrum,3.1015382,0
20,P8,Max power spectrum,1.8358438,0
2,CP1,Max power spectrum,2.7445962,0
16,F3,Spectral entropy,0.6689141,1
29,CP2,Spectral entropy,0.7115776,1
25,Oz,Average power,8.848151e-09,1
5,Oz,Spectral centroid,14.045785,0
33,P7,Spectral centroid,12.901194,1
0,PO4,Spectral entropy,0.6336914,0
11,FC2,Max power spectrum,0.86692333,1
6,P3,Max power spectrum,3.1220906,0
11,F7,Max power spectrum,1.0283204,1
2,AF4,Median frequency,4.2497234,0
19,CP1,Spectral centroid,13.988507,1
11,FC5,Spectral entropy,0.6852829,1
23,T8,Median frequency,7.6994987,1
12,P7,Spectral spread,14.211387,0
21,F8,Average power,4.1322032e-08,0
25,Pz,Spectral centroid,14.017942,1
37,Oz,Median frequency,8.349457,0
4,FC1,Median frequency,10.782631,0
37,T8,Spectral entropy,0.6816515,0
21,FC5,Median frequency,7.6661677,0
23,AF4,Median frequency,6.532908,1
3,F8,Max power spectrum,2.8447907,1
18,F4,Spectral centroid,15.546558,1
21,CP5,Spectral entropy,0.6123007,0
8,F3,Power bandwidth,20.531996,1
8,P4,Power bandwidth,18.148819,1
23,F4,Spectral spread,12.625165,1
2,FC6,Power bandwidth,17.482195,0
17,PO4,Power bandwidth,9.216066,1
21,Pz,Average power,1.4505638e-08,0
33,FC2,Average power,4.7193103e-09,1
30,P4,Spectral centroid,13.187697,0
11,T7,Spectral spread,14.648894,1
11,P8,Max power spectrum,1.741956,1
36,F7,Spectral spread,15.366238,1
2,FC2,Spectral centroid,13.979922,0
11,CP5,Power bandwidth,24.831717,1
11,P3,Spectral spread,13.599644,1
36,P8,Max power spectrum,1.2994442,1
6,C4,Power bandwidth,23.115162,0
27,Cz,Median frequency,10.066011,0
4,C4,Spectral spread,15.526687,0
29,Oz,Spectral entropy,0.70779127,1
13,FC6,Spectral entropy,0.65497124,0
18,O1,Spectral spread,18.550232,1
32,Pz,Average power,1.2452693e-08,0
18,F3,Spectral entropy,0.7057743,1
35,Oz,Max power spectrum,1.824923,0
9,Fz,Spectral centroid,14.91965,0
1,P3,Median frequency,6.2995896,1
15,PO3,Average power,1.3340297e-08,0
13,CP2,Average power,6.529659e-09,0
39,T8,Spectral centroid,13.193644,1
26,O2,Spectral entropy,0.6780032,1
39,PO3,Power bandwidth,24.498405,1
33,Pz,Spectral spread,11.780152,1
28,FC6,Max power spectrum,1.2715914,1
1,PO3,Median frequency,7.466181,1
23,CP1,Max power spectrum,1.265621,1
0,F7,Spectral entropy,0.62883854,0
32,FC6,Power bandwidth,23.748453,0
0,P7,Average power,2.7208031e-08,0
20,Pz,Spectral entropy,0.6311879,0
23,Oz,Power bandwidth,28.33149,1
3,CP5,Spectral centroid,12.225834,1
13,F7,Average power,2.0050509e-08,0
16,Fp2,Median frequency,3.783087,1
30,Pz,Spectral entropy,0.69878966,0
9,AF4,Median frequency,7.9994793,0
19,Oz,Spectral centroid,14.432796,1
22,P4,Median frequency,9.832693,1
30,Fp1,Power bandwidth,22.415207,0
15,Fp2,Power bandwidth,7.2661934,0
6,CP1,Average power,8.233027e-09,0
0,Pz,Power bandwidth,14.48239,0
11,Pz,Average power,7.952109e-09,1
27,FC2,Spectral entropy,0.73530513,0
17,P8,Max power spectrum,1.5929303,1
14,Cz,Spectral spread,12.0816345,0
17,T7,Spectral spread,15.100552,1
32,FC6,Spectral centroid,15.6586275,0
13,F3,Average power,1.2690669e-08,0
37,F3,Median frequency,9.716034,0
36,Fz,Median frequency,10.265998,1
19,CP6,Spectral spread,13.520298,1
7,P3,Power bandwidth,18.415468,1
16,Fz,Spectral entropy,0.6887066,1
17,Fz,Average power,4.4123475e-08,1
29,T8,Max power spectrum,1.2802424,1
21,Cz,Spectral spread,13.340652,0
6,Fz,Power bandwidth,15.232342,0
7,FC5,Max power spectrum,1.5247183,1
33,Cz,Median frequency,9.499382,1
37,FC5,Spectral spread,12.542234,0
4,FC2,Max power spectrum,1.4596113,0
19,P4,Median frequency,10.249332,1
36,Oz,Spectral spread,12.962258,1
16,C4,Spectral centroid,13.626773,1
12,P4,Spectral spread,12.520171,0
4,CP2,Median frequency,8.999414,0
23,FC1,Spectral entropy,0.69969255,1
10,F7,Average power,1.5221097e-08,1
4,T7,Spectral spread,14.558958,0
7,FC2,Median frequency,10.582644,1
3,Fp1,Power bandwidth,5.0330057,1
36,F3,Spectral entropy,0.71752816,1
0,FC5,Spectral spread,13.9775095,0
31,PO4,Power bandwidth,21.38194,0
12,CP2,Spectral entropy,0.7029119,0
0,F7,Max power spectrum,1.661576,0
24,CP2,Average power,5.554439e-09,0
17,P3,Spectral centroid,10.023786,1
25,PO4,Spectral entropy,0.71381927,1
14,PO4,Max power spectrum,1.1626253,0
14,AF3,Average power,2.4218863e-08,0
26,Pz,Spectral spread,15.57035,1
25,CP6,Spectral centroid,14.2014675,1
21,F3,Average power,1.6998078e-08,0
34,FC6,Median frequency,10.29933,1
3,CP1,Spectral spread,12.6200905,1
26,P3,Median frequency,9.482716,1
11,O2,Median frequency,8.516112,1
9,T8,Spectral entropy,0.68149996,0
6,F3,Power bandwidth,19.948702,0
1,PO4,Median frequency,6.8828855,1
32,Cz,Median frequency,9.382723,0
24,Cz,Max power spectrum,1.0038824,0
22,Fp1,Power bandwidth,10.849294,1
27,C4,Spectral spread,12.862736,0
25,P7,Median frequency,15.515656,1
10,P3,Power bandwidth,22.498535,1
15,F7,Power bandwidth,18.982098,0
27,P4,Average power,9.801532e-09,0
22,FC1,Spectral spread,11.758077,1
26,O2,Spectral spread,15.677719,1
32,PO3,Max power spectrum,1.5408875,0
19,F4,Spectral entropy,0.6967832,1
2,O2,Median frequency,7.199531,0
13,P7,Spectral spread,14.33136,0
21,F4,Spectral entropy,0.57160926,0
18,Pz,Max power spectrum,2.6232796,1
28,F7,Power bandwidth,22.381876,1
30,Fp1,Spectral entropy,0.6222213,0
28,FC1,Spectral centroid,14.373355,1
15,T7,Median frequency,7.982814,0
35,FC2,Max power spectrum,1.8085556,0
25,Fp2,Spectral entropy,0.67569894,1
8,P4,Spectral centroid,13.238474,1
4,T8,Spectral entropy,0.6346353,0
30,F3,Spectral spread,13.100077,0
4,CP6,Spectral spread,15.16112,0
9,CP2,Spectral centroid,13.345554,0
23,FC1,Power bandwidth,20.981968,1
8,F8,Spectral entropy,0.6326725,1
1,Oz,Power bandwidth,13.799102,1
20,AF4,Average power,3.8307853e-08,0
13,P4,Spectral entropy,0.6504043,0
7,PO3,Spectral entropy,0.6648572,1
22,Pz,Spectral entropy,0.7036707,1
5,CP5,Spectral entropy,0.7003169,0
29,C3,Spectral spread,12.306779,1
14,F4,Power bandwidth,21.298613,0
20,Fp1,Average power,1.7084969e-07,0
13,FC5,Spectral centroid,12.775964,0
11,Oz,Max power spectrum,1.1242592,1
4,O2,Spectral spread,13.955586,0
5,AF3,Spectral entropy,0.6155311,0
7,Pz,Power bandwidth,17.498861,1
30,T7,Spectral centroid,16.04972,0
24,CP6,Spectral spread,14.303771,0
37,P3,Max power spectrum,0.8979469,0
28,P3,Median frequency,9.832693,1
32,T8,Average power,1.810306e-08,0
17,P4,Max power spectrum,1.9402236,1
19,AF3,Power bandwidth,21.281948,1
0,F3,Spectral spread,12.763801,0
30,P8,Power bandwidth,21.898575,0
16,FC6,Spectral centroid,13.015875,1
14,AF3,Max power spectrum,1.603743,0
35,F8,Spectral entropy,0.6558926,0
4,CP5,Average power,9.132662e-09,0
17,Fz,Power bandwidth,9.499382,1
10,CP1,Max power spectrum,0.86761755,1
6,FC1,Spectral spread,13.2313595,0
36,Cz,Spectral centroid,14.679037,1
6,CP1,Spectral entropy,0.62954384,0
22,F8,Spectral centroid,13.714686,1
14,AF4,Spectral centroid,12.555689,0
19,Fz,Average power,7.0670354e-09,1
8,P7,Spectral spread,14.676263,1
8,C3,Median frequency,10.649306,1
20,Fp2,Spectral spread,11.322996,0
26,CP2,Max power spectrum,0.5191257,1
29,C3,Power bandwidth,22.481869,1
28,Fz,Median frequency,9.61604,1
22,CP1,Max power spectrum,0.81063056,1
2,T7,Average power,2.4508921e-08,0
24,FC2,Average power,5.0149738e-09,0
24,Fp1,Spectral entropy,0.5818403,0
33,CP2,Spectral entropy,0.66332334,1
0,FC1,Max power spectrum,0.95206565,0
7,T8,Spectral spread,12.483952,1
0,C3,Spectral centroid,12.379677,0
30,PO4,Spectral entropy,0.6834966,0
18,Fp2,Spectral entropy,0.5466517,1
30,C4,Max power spectrum,0.77370477,0
21,T8,Median frequency,9.732699,0
17,F3,Power bandwidth,15.665647,1
2,C3,Median frequency,9.31606,0
27,FC5,Spectral spread,12.523611,0
36,O2,Max power spectrum,1.4979,1
12,AF4,Power bandwidth,19.398737,0
36,F4,Power bandwidth,24.831717,1
32,Fp2,Max power spectrum,1.3714954,0
11,CP6,Max power spectrum,0.86362445,1
37,FC5,Power bandwidth,17.9155,0
30,PO4,Spectral spread,11.670269,0
11,AF4,Median frequency,7.1828656,1
1,F3,Spectral entropy,0.64727896,1
0,CP2,Spectral spread,14.658563,0
8,AF3,Power bandwidth,11.532582,1
0,F4,Median frequency,6.166265,0
9,AF4,Spectral spread,18.819162,0
27,AF3,Spectral spread,13.604974,0
33,FC2,Power bandwidth,23.865112,1
15,Fz,Median frequency,8.86609,0
26,P7,Power bandwidth,27.298223,1
20,C4,Spectral centroid,13.119814,0
6,O1,Power bandwidth,20.148687,0
19,T8,Spectral centroid,14.609226,1
22,Fp2,Spectral entropy,0.6136625,1
34,PO3,Max power spectrum,1.4147584,1
2,O1,Power bandwidth,22.148558,0
39,O2,Power bandwidth,23.131828,1
13,PO4,Spectral centroid,12.156678,0
0,F7,Median frequency,6.5662394,0
36,C4,Spectral entropy,0.7314914,1
19,FC1,Average power,3.861215e-09,1
15,T8,Median frequency,9.082742,0
31,O2,Power bandwidth,21.748585,0
27,AF4,Median frequency,8.549443,0
24,AF4,Spectral spread,14.16082,0
18,T8,Median frequency,9.066076,1
19,Fz,Median frequency,10.049346,1
15,T8,Average power,1.20780586e-08,0
31,FC1,Average power,4.218635e-09,0
26,FC2,Power bandwidth,24.21509,1
17,P4,Median frequency,4.533038,1
6,CP2,Spectral entropy,0.64288485,0
31,FC1,Spectral spread,12.600031,0
29,F7,Spectral entropy,0.6306109,1
35,CP2,Median frequency,9.949352,0
0,FC6,Spectral entropy,0.6535883,0
24,Fp2,Spectral spread,12.567055,0
38,F3,Spectral centroid,15.446423,0
35,CP5,Median frequency,9.132739,0
9,P8,Spectral entropy,0.68824345,0
25,O1,Median frequency,11.665907,1
35,FC6,Median frequency,10.14934,0
16,CP5,Spectral entropy,0.67260355,1
12,Cz,Spectral spread,13.474678,0
18,Cz,Spectral centroid,14.330901,1
14,AF4,Spectral spread,13.788949,0
2,FC5,Power bandwidth,15.948961,0
23,P4,Average power,6.939555e-09,1
